US_Coastline ,RSL_contribution,Offset_1992_2000,Offset_2000_2005,RSL2005,RSL2020 ,RSL2030,RSL2040 ,RSL2050,RSL2060,RSL2070,RSL2080,RSL2090,RSL2100,RSL2110,RSL2120,RSL2130,RSL2140,RSL2150,Scenario
1,-0.006,2,2,0,8,16,28,46,73,107,150,193,241,285,326,362,395,428,1
1,-0.008,2,2,0,8,16,27,45,72,107,150,193,240,284,326,362,394,427,1
1,0.208,3,2,0,12,22,34,51,74,103,137,173,211,253,290,321,349,377,1
1,0.164,3,2,0,11,20,32,49,71,100,134,169,207,248,284,314,342,370,1
1,0.104,3,2,0,10,18,30,46,67,96,129,163,201,241,276,306,334,360,1
1,0.105,3,2,0,10,18,29,46,67,97,129,164,202,241,277,307,335,361,1
1,0.165,3,2,0,10,20,32,49,71,101,135,171,209,249,286,317,345,373,1
1,0.17,3,2,0,11,20,32,50,71,101,136,172,211,251,288,319,347,375,1
1,0.079,3,2,0,9,18,29,45,67,96,130,167,205,245,280,311,338,366,1
1,0.092,3,2,0,9,18,29,46,68,97,132,168,207,247,282,313,340,369,1
1,0.092,3,2,0,9,18,29,46,68,97,132,168,207,247,282,313,340,369,1
1,0.077,3,2,0,9,17,28,45,68,97,132,169,208,249,285,315,343,369,1
1,0.106,3,2,0,9,17,29,45,68,98,134,172,212,254,290,320,350,375,1
1,0.104,3,2,0,10,18,29,46,69,100,136,175,215,258,294,324,354,379,1
1,0.089,3,2,0,9,17,29,45,68,99,134,173,213,256,293,322,352,378,1
1,0.074,3,2,0,9,17,29,45,68,97,133,171,210,252,288,319,348,373,1
1,0.084,3,2,0,9,17,29,45,68,97,133,170,209,251,287,317,346,371,1
1,0.118,3,2,0,9,18,30,47,70,99,135,173,212,254,290,321,349,376,1
1,0.117,3,2,0,9,18,30,47,70,99,135,173,211,253,290,322,349,377,1
1,0.061,3,2,0,9,17,28,44,66,95,129,166,204,245,281,312,337,365,1
1,0.045,3,2,0,8,16,27,43,65,94,128,164,201,242,277,308,335,361,1
1,0.041,3,2,0,8,16,27,43,64,92,126,162,200,239,275,305,332,358,1
1,0.081,3,2,0,9,17,28,44,66,95,129,166,203,244,279,310,337,363,1
1,0.177,3,2,0,10,19,31,48,71,101,136,174,212,254,290,322,351,377,1
1,0.32,3,2,0,12,23,36,55,79,110,147,186,225,268,306,339,369,397,1
1,0.723,5,4,0,18,33,51,73,102,138,178,222,266,314,356,394,428,459,1
1,0.42,5,4,0,14,25,40,59,84,117,155,196,237,281,320,354,384,413,1
1,0.502,5,4,0,15,27,43,63,89,123,161,203,246,291,331,366,397,427,1
1,0.507,5,4,0,15,28,43,63,89,123,162,204,246,291,332,367,398,428,1
1,0.628,5,4,0,17,31,47,68,96,131,171,214,258,305,346,383,415,446,1
1,0.431,5,4,0,14,26,40,59,85,119,157,198,240,285,325,358,391,420,1
1,0.322,5,4,0,12,23,37,55,80,112,149,189,230,274,313,345,377,406,1
1,0.226,5,4,0,11,20,33,50,75,106,143,182,223,266,304,336,367,395,1
1,0.052,1,1,0,7,13,23,39,61,90,125,163,202,242,275,304,334,362,1
1,0.033,1,1,0,7,13,22,38,60,89,124,161,200,240,273,301,331,359,1
1,-0.07,1,1,0,5,10,19,33,54,82,116,152,190,229,261,289,317,345,1
1,-0.024,1,1,0,6,12,20,35,57,85,119,156,194,233,266,293,322,350,1
1,-0.106,1,1,0,5,10,18,32,53,81,114,150,188,227,259,286,313,341,1
1,-0.08,1,1,0,5,10,18,32,54,82,115,152,189,228,260,288,316,343,1
1,-0.028,1,1,0,6,11,20,35,56,85,119,156,194,233,266,294,322,350,1
1,0.024,1,1,0,6,12,22,37,59,88,123,160,198,238,272,300,326,354,1
1,0.048,1,1,0,7,13,22,38,60,89,124,162,199,239,273,301,329,357,1
1,-0.074,1,1,0,5,10,18,32,53,81,115,151,187,227,259,286,312,339,1
1,0.025,1,1,0,7,13,22,37,60,89,124,162,199,240,274,302,329,356,1
1,0.053,1,1,0,7,13,22,37,59,88,123,160,197,238,271,299,326,354,1
1,-0.062,1,1,0,5,10,19,33,55,83,117,154,192,230,265,292,319,344,1
1,0.25,1,1,0,10,18,29,47,71,103,140,179,219,262,298,328,358,386,1
1,-0.242,1,1,0,2,6,12,24,44,70,102,136,170,208,239,265,289,312,1
1,-0.119,1,1,0,4,9,16,30,50,78,110,146,182,220,254,280,306,330,1
1,-0.094,1,1,0,4,9,17,30,51,78,111,147,183,221,255,281,307,330,1
1,-0.019,1,1,0,6,11,19,33,54,82,115,150,187,227,261,287,313,336,1
1,-0.187,1,1,0,3,6,12,25,43,68,100,133,167,204,237,261,283,304,1
1,-0.153,1,1,0,3,7,13,26,45,70,101,135,169,206,239,264,286,308,1
1,-0.348,1,1,0,-1,1,5,15,32,55,83,113,145,179,211,233,254,274,1
1,-0.156,1,1,0,2,6,12,24,42,67,97,129,163,199,232,256,279,301,1
1,-0.012,1,1,0,5,10,17,30,50,76,107,141,176,213,247,272,297,320,1
1,0.05,1,1,0,6,11,20,34,54,81,113,147,182,221,255,281,307,330,1
1,-0.193,1,1,0,2,4,10,21,38,62,92,122,156,191,221,246,268,289,1
1,-0.065,1,1,0,4,8,15,27,46,72,103,135,170,206,239,265,289,311,1
1,-0.199,2,2,0,2,5,11,21,38,61,90,120,154,189,218,242,264,284,1
1,-0.399,2,2,0,-1,0,3,12,27,48,75,102,135,169,195,216,237,254,1
1,-1.486,2,2,0,-17,-28,-35,-38,-35,-26,-9,5,26,48,62,73,79,86,1
1,-1.942,2,2,0,-25,-40,-52,-59,-61,-57,-46,-36,-21,-4,6,12,14,14,1
1,-0.984,2,2,0,-10,-16,-19,-17,-8,6,27,46,72,99,117,133,146,155,1
1,0.296,2,2,0,6,13,22,35,54,81,110,141,176,210,242,268,290,316,1
1,-0.456,2,2,0,-6,-8,-7,-2,8,26,45,67,94,117,138,156,169,184,1
1,-0.32,2,2,0,-4,-4,-1,6,18,38,60,85,112,138,162,183,198,215,1
1,-1.036,2,2,0,-13,-20,-23,-22,-16,-2,16,34,58,81,98,113,122,137,1
1,-1.205,2,2,0,-19,-30,-37,-41,-39,-32,-21,-9,8,21,33,39,48,49,1
1,-0.241,2,2,0,-8,-11,-10,-7,2,13,30,48,67,85,101,116,129,140,1
1,-0.934,2,2,0,-10,-14,-16,-12,-3,15,37,59,87,115,137,153,168,183,1
1,-0.048,2,2,0,5,10,19,33,54,83,117,152,191,231,264,290,317,342,1
1,-0.296,2,2,0,2,5,11,23,44,72,106,142,181,219,252,278,306,332,1
1,-0.555,2,2,0,-2,-2,2,11,28,53,83,115,151,186,214,238,260,282,1
1,0.12,2,2,0,7,14,24,38,59,86,119,153,190,228,260,289,314,338,1
1,0.394,2,2,0,12,24,36,53,74,103,134,168,205,242,275,307,333,359,1
1,-0.002,2,1,0,7,13,23,38,61,91,125,164,205,246,281,311,339,364,1
1,0.014,2,1,0,7,13,24,39,62,92,126,165,206,247,284,312,341,367,1
1,0.027,2,1,0,7,14,24,39,62,93,127,166,207,248,284,314,343,368,1
1,0.014,2,1,0,7,14,24,39,62,92,126,165,206,247,282,312,340,366,1
1,-0.27,1,1,0,0,2,8,18,35,59,88,120,152,188,219,242,264,284,1
1,-0.094,1,1,0,3,7,14,26,45,70,101,134,168,204,237,262,286,308,1
1,-0.045,2,2,0,4,9,16,28,47,72,103,134,170,206,237,263,286,308,1
1,-0.106,1,1,0,2,5,12,24,41,67,96,127,161,197,228,253,276,299,1
1,-0.069,1,1,0,3,6,13,25,43,68,99,130,164,200,232,258,281,304,1
1,0.068,3,2,0,9,18,28,42,62,86,113,144,177,212,243,275,301,320,1
1,0.043,3,2,0,9,17,28,44,66,95,129,165,204,244,279,310,337,364,1
1,0.006,3,2,0,9,16,27,40,60,85,114,146,179,213,248,279,303,323,1
1,0.125,3,2,0,10,20,32,47,68,95,127,161,196,234,267,301,324,349,1
1,0.106,3,2,0,9,17,29,45,68,98,134,172,212,254,290,320,350,376,1
1,0.845,5,4,0,20,36,55,79,108,146,188,233,278,327,370,409,445,478,1
1,0.157,3,2,0,11,20,33,49,70,99,131,165,202,241,277,309,333,358,1
1,-0.025,2,2,0,5,11,20,34,56,87,123,162,204,245,281,310,341,370,1
1,-0.242,1,1,0,0,2,8,18,35,59,87,118,151,186,217,240,262,282,1
1,-0.013,2,2,0,7,14,24,41,66,100,141,183,228,271,310,346,379,409,1
1,0.244,3,2,0,12,22,36,53,75,104,138,173,211,251,289,321,346,372,1
1,0.058,2,2,0,7,15,25,41,62,91,123,159,198,236,269,299,326,353,1
1,-0.007,2,2,0,7,14,24,41,68,101,143,187,232,276,316,351,386,418,1
1,-0.112,1,1,0,3,6,13,25,43,68,98,130,164,200,232,258,281,303,1
1,0.017,1,1,0,6,12,22,37,59,87,122,159,198,237,270,298,327,355,1
1,0.124,3,2,0,10,20,32,47,67,95,126,160,194,232,267,300,325,348,1
1,0.12,3,2,0,10,20,31,46,67,94,126,160,194,231,267,300,325,348,1
1,-0.018,1,1,0,6,12,21,36,58,87,121,158,197,237,270,298,327,354,1
1,-0.008,1,1,0,4,9,17,30,50,76,108,142,176,214,247,274,298,321,1
1,0.121,3,2,0,10,20,31,47,67,95,126,160,194,233,266,300,323,347,1
1,0.235,5,4,0,11,21,34,51,75,107,143,183,224,267,306,337,368,396,1
1,0.104,1,1,0,8,15,25,41,64,94,129,167,207,248,282,311,340,371,1
1,0.184,5,4,0,10,19,32,48,72,103,139,178,218,261,299,329,360,387,1
1,-0.127,1,1,0,3,6,13,24,43,68,98,130,164,199,231,257,280,302,1
1,0.198,3,2,0,11,21,33,49,70,96,125,159,194,231,267,299,326,347,1
1,0.118,3,2,0,9,17,29,45,68,100,136,174,215,257,294,324,353,380,1
1,0.058,2,2,0,8,16,27,45,72,106,148,192,238,283,322,359,392,424,1
1,-0.194,1,1,0,2,4,10,21,39,64,94,126,159,195,226,251,273,295,1
1,-0.198,1,1,0,1,3,9,20,37,61,90,120,152,188,218,242,264,285,1
1,0.002,2,2,0,6,14,24,40,66,97,138,179,224,267,305,342,374,405,1
1,-0.045,1,1,0,3,7,15,27,46,71,102,134,168,205,237,262,286,309,1
1,0.056,2,2,0,8,15,26,44,70,105,146,190,235,279,318,355,388,419,1
1,-0.017,2,2,0,8,16,26,44,71,105,147,192,238,283,324,360,393,426,1
1,-0.012,2,2,0,7,14,23,40,66,99,138,181,223,267,306,342,372,402,1
1,-0.041,2,2,0,6,13,23,39,65,97,138,179,225,268,307,342,378,409,1
1,0.092,3,2,0,9,17,28,44,67,97,132,169,209,250,286,316,345,370,1
1,0.057,2,2,0,8,16,27,44,72,106,148,192,237,283,322,359,392,424,1
1,0.141,2,2,0,9,18,29,47,73,107,147,190,235,279,319,355,388,418,1
1,0.056,2,2,0,8,15,26,44,70,105,146,190,235,279,318,355,388,420,1
1,0.064,2,2,0,7,14,25,38,58,84,113,147,182,217,249,280,302,325,1
1,0.067,2,2,0,7,14,24,38,58,84,112,145,181,216,248,278,300,323,1
1,0.073,2,2,0,7,15,25,39,58,84,112,145,181,216,246,278,300,322,1
1,0.081,2,2,0,7,15,25,39,58,84,113,145,181,216,246,278,300,323,1
1,0.093,2,2,0,8,16,26,40,59,85,114,146,181,217,248,279,301,324,1
1,0.11,2,2,0,8,17,27,41,60,86,115,148,182,218,248,279,303,323,1
1,0.134,2,2,0,8,17,27,42,61,87,116,148,183,219,250,282,305,325,1
1,0.164,2,2,0,9,18,28,42,62,88,117,150,185,221,253,284,307,328,1
1,0.202,2,2,0,9,18,29,44,64,90,120,153,188,226,256,288,313,334,1
1,0.247,2,2,0,10,19,31,46,67,94,123,157,193,230,261,293,317,341,1
1,0.294,2,2,0,10,21,33,48,69,97,127,161,197,234,266,297,323,348,1
1,0.337,2,2,0,11,22,34,50,72,99,130,164,200,238,270,301,328,354,1
1,0.366,2,2,0,12,23,35,51,73,101,131,166,202,240,272,303,331,356,1
1,0.372,2,2,0,12,23,35,51,73,101,131,166,202,240,272,303,330,356,1
1,0.06,2,2,0,7,14,25,39,58,85,114,148,184,219,252,280,302,329,1
1,0.039,2,2,0,7,14,24,38,57,83,113,146,181,216,249,277,299,325,1
1,0.038,2,2,0,7,14,24,38,57,83,112,145,180,215,247,276,298,322,1
1,0.039,2,2,0,7,14,24,37,57,82,112,144,179,214,245,274,296,320,1
1,0.043,2,2,0,7,14,24,37,57,82,111,143,178,213,245,274,296,320,1
1,0.049,2,2,0,7,14,24,38,57,82,111,143,178,213,244,274,295,319,1
1,0.059,2,2,0,7,15,25,38,57,83,112,144,178,213,244,274,296,319,1
1,0.075,2,2,0,7,15,25,39,58,84,112,145,179,214,244,275,297,319,1
1,0.097,2,2,0,8,16,26,40,59,85,114,146,181,215,246,277,298,322,1
1,0.127,2,2,0,8,17,27,41,61,87,115,148,183,218,249,280,302,325,1
1,0.167,2,2,0,9,18,28,43,63,89,118,151,186,221,253,284,306,330,1
1,0.214,2,2,0,9,19,30,45,65,92,121,154,190,226,258,288,312,335,1
1,0.266,2,2,0,10,20,32,47,68,95,125,159,195,230,263,293,318,342,1
1,0.315,2,2,0,11,22,34,49,70,98,128,162,199,235,268,298,324,348,1
1,0.347,2,2,0,11,22,35,51,72,100,130,164,202,237,271,301,327,353,1
1,0.353,2,2,0,12,23,35,51,72,100,130,164,201,237,270,301,327,352,1
1,0.332,2,2,0,11,22,34,50,71,98,128,162,198,234,267,297,323,348,1
1,0.295,2,2,0,11,21,33,48,69,96,125,158,195,230,263,292,318,342,1
1,0.256,2,2,0,10,20,32,46,66,93,122,155,190,226,258,286,313,336,1
1,0.221,2,2,0,10,19,30,45,64,90,119,151,185,222,252,280,308,331,1
1,0.193,2,2,0,9,18,29,43,62,88,117,149,182,218,248,276,303,326,1
1,0.175,2,2,0,9,17,28,42,61,87,115,147,180,216,246,273,301,323,1
1,0.163,2,2,0,8,17,28,41,61,86,113,146,178,215,244,271,298,321,1
1,0.066,2,2,0,7,15,25,40,60,87,118,151,189,224,258,285,309,338,1
1,0.057,2,2,0,7,14,24,39,59,85,116,149,187,221,255,283,306,332,1
1,0.049,2,2,0,7,14,24,38,58,84,115,148,184,219,253,280,303,328,1
1,0.041,2,2,0,7,14,24,38,57,83,114,146,182,217,250,277,301,326,1
1,0.033,2,2,0,6,14,23,37,57,83,112,145,181,215,248,274,297,323,1
1,0.147,2,2,0,8,17,27,41,60,86,114,145,181,213,245,273,296,320,1
1,0.133,2,2,0,8,17,27,40,59,85,112,143,178,211,242,271,294,317,1
1,0.061,2,2,0,7,15,25,41,61,88,120,154,192,228,261,289,315,343,1
1,0.052,2,2,0,7,14,25,39,59,86,117,152,188,225,257,285,310,338,1
1,0.043,2,2,0,7,14,24,39,58,85,115,150,186,222,254,281,306,335,1
1,0.034,2,2,0,7,14,24,38,57,83,114,147,184,219,251,278,302,330,1
1,0.027,2,2,0,6,13,23,37,56,83,113,146,182,217,249,275,299,326,1
1,0.02,2,2,0,6,13,23,37,55,81,111,144,180,214,246,272,296,323,1
1,0.014,2,2,0,6,13,22,36,55,80,110,142,178,212,244,270,293,320,1
1,0.032,2,2,0,6,13,23,38,57,84,115,149,186,222,254,282,307,332,1
1,0.025,2,2,0,6,13,22,37,56,82,113,146,183,219,251,278,303,328,1
1,0.023,2,2,0,6,13,22,36,56,81,111,145,181,217,248,276,300,325,1
1,0.018,2,2,0,6,12,22,35,55,80,110,143,179,214,246,272,296,321,1
1,0.013,2,2,0,6,12,21,34,54,79,108,141,176,210,242,268,292,317,1
1,0.009,2,2,0,5,12,21,34,52,78,107,139,174,207,240,265,289,313,1
1,0.006,2,2,0,5,12,20,33,51,76,105,137,170,205,236,261,284,308,1
1,0.057,2,2,0,7,15,25,41,62,90,123,159,198,235,269,298,325,351,1
1,0.047,2,2,0,7,14,24,40,60,88,120,155,193,231,265,293,320,346,1
1,0.039,2,2,0,7,14,24,38,59,86,118,153,190,227,260,289,315,341,1
1,0.032,2,2,0,6,14,23,37,58,85,116,151,188,225,257,285,311,337,1
1,0.06,2,2,0,7,14,24,38,58,86,117,151,188,225,257,285,311,337,1
1,0.054,2,2,0,7,14,23,37,57,84,115,149,185,222,254,282,307,333,1
1,0.045,2,2,0,6,13,22,36,56,82,113,146,182,218,251,277,302,327,1
1,0.036,2,2,0,6,12,21,35,54,80,111,143,179,214,247,272,296,322,1
1,0.027,2,2,0,5,12,20,33,52,78,108,139,175,209,241,266,290,315,1
1,0.02,2,2,0,5,11,20,32,50,76,105,136,171,205,236,260,284,309,1
1,0.015,2,2,0,5,10,19,31,48,73,102,133,167,201,230,254,279,301,1
1,0.048,2,2,0,7,13,22,36,57,84,117,151,188,226,259,288,314,338,1
1,0.092,2,2,0,7,14,24,38,59,86,119,153,191,229,262,290,317,341,1
1,0.106,2,2,0,7,14,24,38,59,86,119,153,190,227,261,289,315,339,1
1,0.107,2,2,0,7,14,24,38,58,85,117,151,188,225,258,286,312,335,1
1,0.095,2,2,0,7,13,23,36,57,83,115,148,184,221,254,281,306,329,1
1,0.076,2,2,0,6,12,22,35,55,81,112,144,181,217,249,275,301,323,1
1,0.057,2,2,0,6,12,20,33,52,78,108,140,176,211,243,269,293,316,1
1,0.042,2,2,0,5,11,19,31,51,75,105,137,172,206,238,264,286,310,1
1,0.099,2,2,0,7,15,25,39,61,89,123,159,199,238,271,301,328,354,1
1,0.088,2,2,0,7,14,24,39,60,89,122,157,197,236,270,299,327,353,1
1,0.075,2,2,0,7,14,24,38,60,88,121,156,195,234,267,296,323,347,1
1,0.104,2,2,0,7,14,23,37,58,86,119,153,191,229,261,290,316,339,1
1,0.105,2,2,0,7,14,23,37,58,86,118,152,189,228,259,288,314,340,1
1,0.093,2,2,0,6,13,22,36,56,83,115,149,186,223,254,283,309,334,1
1,0.074,2,2,0,6,12,21,34,54,81,112,145,182,218,249,278,302,325,1
1,0.056,2,2,0,6,11,20,33,52,78,109,140,177,212,244,272,294,318,1
1,0.041,2,2,0,5,10,19,30,50,75,105,136,172,207,237,264,284,309,1
1,0.03,2,2,0,4,9,17,29,47,72,101,132,166,201,230,257,277,302,1
1,0.091,2,2,0,7,14,23,38,59,87,120,156,194,235,269,297,324,351,1
1,0.081,2,2,0,7,14,24,38,58,87,120,156,194,234,268,297,324,350,1
1,0.071,2,2,0,7,13,23,37,58,86,119,155,193,233,267,295,322,349,1
1,0.031,2,2,0,6,12,22,35,56,84,117,152,190,228,262,288,315,341,1
1,0.053,2,2,0,6,12,21,35,55,82,114,148,186,223,254,284,308,334,1
1,0.049,2,2,0,6,12,21,34,54,81,112,145,182,219,250,278,302,329,1
1,0.041,2,2,0,6,11,20,33,53,79,110,143,180,215,246,275,297,324,1
1,0.032,2,2,0,5,11,19,32,51,77,108,140,175,210,242,270,292,318,1
1,0.022,2,2,0,5,10,18,30,49,74,105,136,171,206,235,264,284,310,1
1,0.012,2,2,0,4,9,17,28,47,72,101,132,165,201,229,257,278,302,1
1,0.019,2,2,0,6,12,21,34,54,82,114,148,186,224,255,283,308,334,1
1,0.019,2,2,0,6,11,20,34,54,80,112,146,184,220,252,279,303,331,1
1,-0.369,2,2,0,-27,-38,-48,-55,-62,-68,-73,-78,-83,-95,-102,-111,-126,-113,1
1,-0.213,2,2,0,-30,-43,-54,-64,-73,-83,-93,-104,-114,-133,-149,-163,-185,-179,1
1,-0.083,2,2,0,-22,-31,-38,-43,-47,-50,-52,-55,-58,-66,-71,-75,-89,-74,1
1,-0.132,2,2,0,-12,-16,-18,-15,-10,-3,6,19,31,40,50,58,70,78,1
1,-0.352,2,2,0,-11,-15,-16,-14,-8,2,15,30,46,61,76,86,95,108,1
1,-0.574,2,2,0,-11,-16,-18,-16,-10,1,16,33,53,71,86,98,109,117,1
1,-0.629,2,2,0,-10,-14,-16,-14,-6,7,24,42,64,82,99,116,127,135,1
1,0.066,2,2,0,7,13,23,37,58,87,121,157,196,236,271,299,326,351,1
1,0.006,2,2,0,6,12,21,35,55,82,115,149,188,226,258,286,311,336,1
1,0.005,2,2,0,6,11,20,33,54,81,113,146,185,222,254,282,306,332,1
1,0.003,2,2,0,5,11,20,32,53,79,111,144,182,218,250,277,302,328,1
1,0,2,2,0,5,10,19,32,52,78,110,142,180,215,246,273,298,323,1
1,-0.006,2,2,0,5,10,18,31,50,76,108,139,176,212,243,270,292,318,1
1,-1.06,2,2,0,-18,-27,-33,-36,-33,-25,-14,0,16,31,41,51,58,61,1
1,-1.129,2,2,0,-20,-30,-38,-41,-41,-34,-26,-14,-1,13,22,30,33,40,1
1,-0.851,2,2,0,-16,-24,-29,-30,-27,-19,-8,7,21,36,48,59,64,72,1
1,-0.387,2,2,0,-9,-11,-12,-8,-1,13,29,48,69,89,106,120,131,145,1
1,-0.17,2,2,0,-4,-5,-2,4,15,32,52,73,99,122,141,160,175,187,1
1,-0.247,2,2,0,-5,-5,-3,3,14,31,52,75,102,124,144,164,180,193,1
1,-0.362,2,2,0,-5,-6,-5,1,12,30,51,74,99,122,145,164,177,192,1
1,-0.268,2,2,0,-3,-3,0,8,20,40,62,86,114,140,165,185,200,219,1
1,-0.069,2,2,0,1,3,9,18,33,56,81,107,139,169,197,219,237,259,1
1,0.001,2,2,0,2,6,12,23,39,63,88,116,148,181,209,235,254,273,1
1,-0.334,2,2,0,-2,-1,2,10,24,44,69,94,124,156,181,202,220,235,1
1,0.053,2,2,0,7,13,22,36,58,87,121,158,197,238,272,299,326,353,1
1,0.049,2,2,0,7,13,22,36,58,87,121,157,197,237,272,299,325,352,1
1,0.007,2,2,0,6,12,21,35,56,84,117,153,192,231,264,292,318,345,1
1,0.006,2,2,0,6,12,21,35,56,84,116,152,191,230,261,290,316,343,1
1,0.005,2,2,0,6,12,21,35,55,83,116,150,189,228,259,288,314,339,1
1,0.004,2,2,0,6,11,20,34,55,82,115,149,188,226,258,286,312,337,1
1,0.001,2,2,0,6,11,19,33,54,81,113,146,185,222,254,282,306,332,1
1,-0.004,2,2,0,5,11,19,32,52,80,112,144,183,219,251,278,302,328,1
1,-0.012,2,2,0,5,10,18,31,51,78,110,142,179,216,247,274,297,323,1
1,-0.025,2,2,0,5,9,17,30,49,76,107,138,175,212,242,269,292,316,1
1,-0.049,2,2,0,4,8,16,28,47,72,103,134,169,206,235,262,284,309,1
1,-0.089,2,2,0,3,7,14,25,43,68,98,128,163,199,227,254,275,300,1
1,-0.154,2,2,0,2,4,10,21,38,62,90,120,154,188,215,241,261,285,1
1,-0.259,2,2,0,0,1,6,15,31,53,80,108,140,172,198,222,242,263,1
1,-0.643,2,2,0,-7,-10,-10,-5,6,24,45,67,96,121,141,160,174,192,1
1,-0.919,2,2,0,-12,-18,-20,-19,-11,3,21,40,64,86,105,119,130,143,1
1,-1.18,2,2,0,-16,-25,-30,-31,-27,-16,-1,16,36,55,71,82,90,99,1
1,-1.274,2,2,0,-18,-28,-34,-36,-33,-23,-10,6,25,43,57,68,75,82,1
1,-1.049,2,2,0,-15,-22,-27,-27,-22,-9,6,24,44,64,80,93,102,111,1
1,-0.581,2,2,0,-7,-10,-10,-6,4,21,41,64,89,113,134,153,165,179,1
1,-0.145,2,2,0,-1,1,5,15,29,51,75,102,132,162,188,210,227,247,1
1,0.151,2,2,0,4,8,16,29,47,71,100,129,163,196,226,250,271,296,1
1,0.394,2,2,0,8,15,26,41,61,89,120,152,189,226,259,286,308,337,1
1,0.592,2,2,0,11,21,33,51,73,104,136,171,211,250,285,315,340,370,1
1,0.605,2,2,0,12,22,35,52,75,106,139,174,214,254,290,321,347,375,1
1,0.411,2,2,0,9,17,28,44,65,94,126,159,198,236,270,300,325,348,1
1,0.112,2,2,0,5,10,18,31,50,75,105,136,171,208,239,266,287,308,1
1,-0.22,2,2,0,0,2,7,17,32,54,81,108,141,175,202,225,244,262,1
1,-0.552,2,2,0,-4,-6,-4,2,14,33,57,80,110,140,165,184,200,215,1
1,-0.841,2,2,0,-9,-13,-14,-11,-2,14,35,56,83,110,131,148,161,171,1
1,-1.049,2,2,0,-12,-18,-21,-20,-13,1,20,38,63,89,107,122,133,142,1
1,-1.223,2,2,0,-14,-22,-27,-28,-22,-11,7,24,46,71,87,100,110,117,1
1,-1.603,2,2,0,-20,-32,-40,-45,-43,-36,-22,-9,9,29,42,52,57,60,1
1,-1.616,2,2,0,-20,-32,-41,-45,-44,-36,-23,-11,8,27,40,49,54,58,1
1,-0.013,2,2,0,5,10,19,33,53,80,113,146,185,222,254,282,306,331,1
1,-0.029,2,2,0,5,10,18,31,51,78,110,143,180,218,250,276,300,324,1
1,-0.054,2,2,0,4,9,17,29,48,75,107,139,175,212,243,269,293,317,1
1,-0.094,2,2,0,3,7,15,27,45,71,102,134,169,206,236,262,284,308,1
1,-0.158,2,2,0,2,5,12,23,41,66,96,126,161,196,225,251,271,296,1
1,-0.256,2,2,0,1,2,8,18,34,58,86,115,149,183,210,235,255,279,1
1,-0.4,2,2,0,-2,-2,2,10,25,47,73,100,132,164,189,212,230,251,1
1,-0.589,2,2,0,-5,-7,-5,1,14,33,57,82,112,141,165,185,200,220,1
1,-0.797,2,2,0,-8,-12,-13,-9,1,19,40,63,91,117,139,156,169,187,1
1,-0.951,2,2,0,-11,-16,-19,-16,-8,8,28,49,75,99,119,136,145,164,1
1,-0.956,2,2,0,-11,-17,-19,-17,-9,7,26,47,73,97,117,133,143,160,1
1,-0.771,2,2,0,-8,-12,-13,-9,1,19,40,62,90,116,137,156,167,186,1
1,-0.459,2,2,0,-4,-5,-2,5,18,39,63,89,120,149,174,195,209,232,1
1,0.332,2,2,0,8,15,26,41,63,91,124,157,197,236,269,298,322,350,1
1,0.436,2,2,0,10,18,30,46,69,98,132,167,208,248,282,313,338,366,1
1,-0.796,2,2,0,-8,-11,-12,-7,3,20,43,66,93,122,144,162,177,189,1
1,-1.021,2,2,0,-11,-17,-19,-17,-9,5,26,46,71,99,118,133,147,156,1
1,-1.241,2,2,0,-14,-22,-27,-27,-21,-9,9,26,49,74,90,104,115,122,1
1,-1.52,2,2,0,-18,-29,-37,-40,-37,-28,-13,1,22,44,57,68,75,80,1
1,-1.805,2,2,0,-22,-36,-47,-53,-53,-47,-35,-24,-5,13,24,31,35,38,1
1,-1.903,2,2,0,-24,-39,-50,-57,-58,-54,-42,-32,-16,2,12,18,20,22,1
1,-1.7,2,2,0,-21,-34,-43,-48,-47,-41,-28,-16,3,22,34,42,47,51,1
1,-0.017,2,2,0,5,11,19,33,54,82,115,150,188,228,260,288,314,337,1
1,-0.032,2,2,0,5,10,19,32,53,81,113,147,186,224,257,284,309,333,1
1,-0.091,2,2,0,4,8,16,29,48,75,107,140,177,214,246,273,297,320,1
1,-0.148,2,2,0,3,6,14,26,44,70,101,133,169,206,236,262,286,308,1
1,-0.237,2,2,0,1,4,10,21,38,63,93,123,158,193,223,246,269,290,1
1,-0.372,2,2,0,-1,0,5,14,30,53,81,109,142,176,203,226,247,267,1
1,-0.561,2,2,0,-4,-5,-3,5,18,40,65,92,123,154,180,200,218,237,1
1,-0.78,2,2,0,-7,-11,-11,-6,6,25,48,72,102,130,153,172,188,205,1
1,-0.944,2,2,0,-10,-15,-16,-13,-4,14,35,57,84,111,133,150,163,179,1
1,-0.921,2,2,0,-10,-14,-16,-12,-2,15,36,59,86,114,136,153,166,183,1
1,-0.68,2,2,0,-5,-8,-7,-1,11,29,54,78,108,139,162,182,198,213,1
1,-0.881,2,2,0,-8,-13,-14,-10,0,16,38,60,88,117,137,154,170,182,1
1,-1.094,2,2,0,-12,-18,-21,-20,-12,1,21,41,66,93,111,125,138,148,1
1,-1.239,2,2,0,-14,-22,-26,-27,-20,-9,10,28,51,77,93,107,116,126,1
1,-1.208,2,2,0,-13,-21,-25,-25,-19,-7,12,30,53,78,95,108,118,128,1
