US_Coastline ,RSL_contribution,Offset_1992_2000,Offset_2000_2005,RSL2005,RSL2020 ,RSL2030,RSL2040 ,RSL2050,RSL2060,RSL2070,RSL2080,RSL2090,RSL2100,RSL2110,RSL2120,RSL2130,RSL2140,RSL2150,Scenario
1,0.008,1,1,0,3,7,10,14,18,22,27,32,36,41,46,50,54,58,0
1,0.013,1,1,0,3,7,10,14,18,22,27,32,36,40,45,49,53,57,0
1,0.022,1,1,0,4,7,11,14,19,23,28,33,37,42,46,51,55,59,0
1,0.124,3,2,0,7,12,18,24,31,38,44,50,56,62,69,75,81,87,0
1,0.135,3,2,0,7,12,19,25,32,38,45,51,57,63,70,76,82,88,0
1,0.142,3,2,0,7,13,19,25,32,39,45,51,57,64,71,77,83,89,0
1,0.15,3,2,0,7,13,19,25,32,39,46,52,58,65,71,78,84,90,0
1,0.136,3,2,0,7,12,18,25,31,38,45,51,57,63,70,76,82,88,0
1,0.135,3,2,0,7,12,18,25,32,38,45,51,57,64,70,76,82,88,0
1,0.142,3,2,0,7,12,18,25,31,38,44,51,57,63,70,76,82,88,0
1,0.154,3,2,0,7,12,18,24,31,38,44,51,57,64,70,76,82,89,0
1,0.019,1,1,0,4,8,12,16,22,27,33,39,44,50,56,61,66,71,0
1,0.021,1,1,0,4,8,12,16,22,27,33,39,44,50,55,61,66,71,0
1,0.022,1,1,0,4,8,12,16,21,27,32,38,43,49,54,60,65,69,0
1,0.023,1,1,0,4,8,12,16,21,26,32,37,42,48,53,58,63,68,0
1,0.023,1,1,0,4,8,11,16,20,25,30,36,41,46,51,55,60,65,0
1,0.026,1,1,0,4,7,11,15,19,24,29,34,39,44,48,53,58,62,0
1,0.032,1,1,0,4,8,11,15,20,24,29,35,39,44,49,54,58,63,0
1,0.201,5,4,0,7,13,20,25,33,40,47,54,60,67,74,81,88,94,0
1,0.176,5,4,0,7,13,19,25,32,39,46,52,58,65,72,78,85,91,0
1,0.108,5,4,0,6,11,17,22,28,35,41,47,52,58,64,70,76,82,0
1,0.041,3,2,0,5,9,15,19,25,30,36,41,46,51,57,61,67,72,0
1,0.004,3,2,0,5,9,13,17,23,28,33,38,42,47,52,57,62,67,0
1,-0.009,3,2,0,4,8,13,17,22,27,32,37,41,46,51,55,60,65,0
1,-0.008,3,2,0,4,8,13,17,22,27,32,37,41,47,51,56,61,65,0
1,-0.002,3,2,0,5,9,13,18,23,28,33,38,42,47,52,57,62,67,0
1,0.003,3,2,0,5,9,14,18,23,29,34,39,43,48,53,58,63,67,0
1,0.11,3,2,0,7,12,18,24,30,37,43,49,55,61,67,73,79,85,0
1,0.125,3,2,0,7,12,18,25,31,38,44,50,56,63,69,75,81,87,0
1,0.164,3,2,0,8,13,20,26,33,40,47,54,60,67,74,80,87,93,0
1,0.147,3,2,0,8,13,19,26,33,39,46,53,59,66,73,79,85,91,0
1,0.148,3,2,0,7,13,19,26,33,40,46,53,59,66,72,79,85,91,0
1,0.146,3,2,0,7,13,19,25,32,38,45,51,57,64,70,77,83,89,0
1,0.23,5,4,0,8,14,21,27,35,42,49,57,63,71,78,85,92,99,0
1,0.234,5,4,0,8,14,21,28,35,43,50,57,64,72,79,86,93,100,0
1,0.213,5,4,0,8,14,20,27,34,41,48,56,62,69,77,84,91,97,0
1,0.233,5,4,0,8,14,21,27,35,43,50,58,64,72,79,86,93,100,0
1,0.316,5,4,0,9,16,24,31,40,48,56,65,72,80,89,96,105,112,0
1,0.396,5,4,0,10,18,27,35,44,53,62,71,80,89,98,106,115,124,0
1,0.382,5,4,0,10,18,26,34,43,52,61,70,78,87,96,105,113,122,0
1,0.263,5,4,0,8,15,22,29,37,45,52,60,67,75,82,90,97,105,0
1,0.137,3,2,0,6,12,18,23,30,37,43,50,55,61,68,74,80,86,0
1,0.065,3,2,0,5,10,16,20,26,32,38,44,48,54,60,65,71,76,0
1,0.022,3,2,0,5,9,14,19,24,29,35,40,44,50,55,60,65,70,0
1,0.008,3,2,0,5,9,14,18,23,29,34,39,43,49,54,58,63,68,0
1,0.004,3,2,0,5,9,14,18,23,28,34,39,43,48,53,58,63,68,0
1,0.004,3,2,0,5,9,14,18,24,29,34,39,44,49,54,59,64,68,0
1,0.085,3,2,0,6,11,17,23,29,35,41,47,52,59,65,70,76,81,0
1,0.097,3,2,0,7,12,17,23,30,36,42,48,54,60,66,72,78,84,0
1,0.114,3,2,0,7,12,18,24,31,37,44,50,56,62,69,75,81,87,0
1,0.132,3,2,0,7,13,19,25,32,39,46,52,58,65,71,78,84,90,0
1,0.142,3,2,0,8,13,19,26,32,39,46,53,59,66,72,78,85,91,0
1,-0.011,2,2,0,4,8,13,19,24,30,37,44,50,57,63,69,75,81,0
1,-0.01,2,2,0,4,8,13,19,24,31,37,44,50,57,63,69,75,81,0
1,-0.01,2,2,0,4,8,13,19,24,30,37,44,50,57,63,69,75,80,0
1,0.273,5,4,0,9,15,22,29,37,45,52,60,67,75,83,91,98,105,0
1,0.381,5,4,0,10,18,26,34,43,52,61,70,78,87,96,104,113,122,0
1,0.422,5,4,0,11,19,28,36,45,55,64,74,82,92,101,110,119,128,0
1,0.369,5,4,0,10,17,26,34,43,52,60,69,77,86,95,104,112,121,0
1,0.366,5,4,0,10,17,26,34,43,51,60,69,77,86,95,103,112,120,0
1,0.498,5,4,0,12,21,31,40,50,60,70,81,90,100,110,120,130,139,0
1,0.66,5,4,0,14,25,36,47,59,71,82,94,105,117,129,140,152,163,0
1,0.694,5,4,0,15,26,37,48,61,73,85,97,108,121,132,144,156,168,0
1,0.548,5,4,0,13,22,32,42,53,63,74,85,94,105,116,126,137,147,0
1,0.35,3,2,0,10,17,26,33,42,51,59,68,76,85,93,102,110,118,0
1,0.21,3,2,0,8,14,21,27,34,42,49,57,63,70,77,84,91,98,0
1,0.111,3,2,0,6,11,17,23,29,36,42,48,54,60,66,72,78,84,0
1,0.06,3,2,0,6,10,16,21,26,32,38,44,49,55,60,66,71,77,0
1,0.034,3,2,0,5,10,15,20,25,31,36,42,47,52,58,63,68,73,0
1,0.023,3,2,0,5,10,15,19,25,30,36,41,46,52,57,62,67,72,0
1,0.025,3,2,0,5,10,15,20,25,31,36,42,47,52,58,63,68,73,0
1,0.067,3,2,0,6,11,16,22,28,34,40,46,51,57,63,69,74,80,0
1,0.084,3,2,0,6,11,17,23,29,35,42,48,53,59,66,72,77,83,0
1,0.106,3,2,0,7,12,18,24,31,37,44,50,56,63,69,75,81,87,0
1,0.125,3,2,0,7,12,18,24,30,37,43,50,56,63,70,76,82,89,0
1,-0.009,2,2,0,4,8,13,19,24,30,37,44,50,57,63,69,75,80,0
1,-0.008,2,2,0,4,8,13,19,24,30,37,44,50,57,63,69,75,80,0
1,-0.007,2,2,0,4,8,13,19,24,30,37,44,50,57,63,69,75,80,0
1,-0.008,2,2,0,4,8,13,19,24,30,37,44,50,57,63,69,75,80,0
1,-0.01,2,2,0,4,8,13,19,24,30,36,43,50,56,63,69,74,80,0
1,0.163,5,4,0,7,12,19,24,31,38,44,51,57,64,70,77,83,90,0
1,0.311,5,4,0,9,16,24,31,39,47,55,64,71,80,88,96,104,111,0
1,0.5,5,4,0,12,21,30,40,50,60,70,80,90,100,110,120,130,140,0
1,0.629,5,4,0,14,24,35,46,57,68,80,91,102,114,125,136,148,159,0
1,0.59,5,4,0,13,23,34,44,55,66,77,88,99,110,121,132,143,153,0
1,0.533,5,4,0,13,22,32,41,52,63,73,84,94,105,115,125,136,146,0
1,0.636,5,4,0,14,24,36,46,58,70,81,93,104,115,127,138,150,161,0
1,0.81,5,4,0,17,29,42,54,67,81,94,108,120,134,147,160,173,186,0
1,0.879,5,4,0,18,30,44,57,71,85,99,113,127,141,155,168,182,196,0
1,0.762,5,4,0,16,28,40,52,65,77,90,103,115,128,141,154,166,179,0
1,0.543,3,2,0,13,22,32,42,53,64,74,85,95,106,116,126,137,147,0
1,0.345,3,2,0,10,17,26,33,42,51,59,68,76,85,93,102,110,118,0
1,0.207,3,2,0,8,14,21,27,34,42,49,57,63,70,78,84,92,99,0
1,0.125,3,2,0,7,12,18,24,30,37,43,50,56,62,69,75,81,88,0
1,0.083,3,2,0,6,11,17,22,29,35,41,47,52,59,65,70,76,82,0
1,0.068,3,2,0,6,11,16,22,28,34,40,46,51,57,63,69,75,80,0
1,0.069,3,2,0,6,11,16,22,28,34,40,46,51,57,63,69,75,80,0
1,0.049,3,2,0,6,11,16,21,27,33,39,44,50,55,61,67,72,78,0
1,0.054,3,2,0,6,11,16,21,27,33,39,45,50,56,62,68,73,79,0
1,0.087,3,2,0,7,11,17,23,29,36,42,48,54,61,67,73,79,85,0
1,0.11,3,2,0,7,11,17,23,29,35,42,49,55,62,68,74,81,87,0
1,-0.008,2,2,0,4,8,13,19,24,30,36,44,49,56,62,68,74,79,0
1,-0.007,2,2,0,4,8,13,19,24,30,37,44,49,56,62,68,73,79,0
1,-0.006,2,2,0,4,8,13,19,24,30,37,44,49,56,62,68,74,79,0
1,-0.008,2,2,0,4,8,13,19,24,30,36,43,49,56,62,68,73,79,0
1,-0.01,2,2,0,4,8,13,18,24,30,36,43,49,55,62,68,73,78,0
1,0.095,5,4,0,6,11,16,21,27,33,39,46,51,57,63,69,75,80,0
1,0.229,5,4,0,8,14,21,27,35,42,49,57,64,72,79,86,93,100,0
1,0.438,5,4,0,11,19,28,37,47,56,66,75,84,94,104,113,122,131,0
1,0.618,5,4,0,14,24,35,45,57,68,80,91,102,113,125,136,147,158,0
1,0.651,5,4,0,14,25,36,47,59,70,82,94,105,117,129,140,152,163,0
1,0.608,5,4,0,14,24,35,45,56,68,79,90,101,113,124,135,146,157,0
1,0.641,5,4,0,14,25,36,46,58,70,81,93,104,116,128,140,151,162,0
1,0.734,5,4,0,16,27,39,51,63,76,88,101,113,126,139,151,163,176,0
1,0.777,5,4,0,16,28,41,52,65,79,92,105,117,131,144,156,169,182,0
1,0.702,5,4,0,15,26,38,49,61,74,86,98,110,123,135,147,159,171,0
1,0.542,3,2,0,12,22,32,42,52,63,74,84,94,105,116,126,137,147,0
1,0.375,3,2,0,10,18,26,34,43,52,61,70,78,87,96,105,113,122,0
1,0.117,3,2,0,7,12,18,24,31,37,43,50,56,63,69,75,82,88,0
1,0.116,3,2,0,7,12,18,24,30,37,43,50,56,62,69,75,81,88,0
1,0.104,3,2,0,7,12,18,23,30,36,42,49,55,61,68,74,80,86,0
1,0.061,3,2,0,6,11,16,21,27,33,39,45,50,57,62,68,74,79,0
1,0.082,3,2,0,6,11,16,22,27,34,40,46,52,59,65,71,76,82,0
1,0.103,3,2,0,6,11,16,21,27,34,41,48,54,61,67,73,79,85,0
1,-0.009,2,2,0,4,8,13,18,24,30,36,43,49,55,61,67,72,78,0
1,-0.008,2,2,0,4,8,13,18,24,30,36,43,49,55,61,67,73,78,0
1,-0.007,2,2,0,4,8,13,18,24,30,36,43,49,55,61,67,73,78,0
1,-0.008,2,2,0,4,8,13,18,24,30,36,43,49,55,61,67,72,78,0
1,-0.01,2,2,0,4,8,13,18,24,30,36,43,48,55,61,67,72,77,0
1,-0.012,2,2,0,4,8,13,18,23,29,36,42,48,55,61,67,72,77,0
1,-0.014,2,2,0,4,8,13,18,23,29,35,42,48,55,60,67,72,77,0
1,-0.015,2,2,0,4,8,13,18,23,29,35,42,48,55,60,67,72,77,0
1,-0.016,2,2,0,4,8,13,18,23,29,35,42,48,54,60,66,72,77,0
1,-0.017,2,2,0,4,8,13,18,23,29,35,42,48,54,60,66,71,77,0
1,0.027,5,4,0,5,9,14,18,24,29,34,40,44,50,56,61,66,71,0
1,0.113,5,4,0,6,11,17,22,28,35,41,47,53,59,66,72,78,84,0
1,0.285,5,4,0,9,15,23,30,38,46,54,62,70,78,86,94,102,110,0
1,0.46,5,4,0,12,20,29,38,48,58,68,78,87,97,107,117,126,136,0
1,0.53,5,4,0,13,22,32,41,52,62,73,83,93,104,115,125,136,146,0
1,0.126,3,2,0,7,12,19,24,31,38,44,51,57,64,70,77,83,89,0
1,0.113,3,2,0,7,12,18,24,30,37,43,50,56,62,69,75,81,87,0
1,0.095,3,2,0,7,12,17,23,29,35,42,48,54,60,67,73,79,85,0
1,0.082,3,2,0,6,11,16,22,28,34,41,47,52,59,65,71,77,83,0
1,0.088,3,2,0,6,10,15,20,26,32,39,45,51,58,64,70,76,82,0
1,0.103,3,2,0,6,10,15,20,26,33,40,47,53,60,66,73,79,85,0
1,-0.011,2,2,0,4,8,13,18,23,29,35,42,48,55,61,67,72,78,0
1,-0.013,2,2,0,4,8,13,18,23,29,35,42,48,54,61,67,72,77,0
1,-0.014,2,2,0,4,8,13,18,23,29,35,42,48,54,60,67,72,77,0
1,-0.015,2,2,0,4,8,13,18,23,29,35,42,48,54,60,66,72,77,0
1,-0.017,2,2,0,4,8,13,17,23,29,35,42,47,54,60,66,71,77,0
1,-0.017,2,2,0,4,8,13,17,23,28,35,41,47,54,60,66,71,76,0
1,-0.018,2,2,0,4,8,13,17,23,28,35,41,47,54,60,66,71,76,0
1,-0.018,2,2,0,4,8,13,17,23,28,35,41,47,54,60,66,71,77,0
1,-0.018,2,2,0,4,8,13,17,23,28,34,41,47,54,60,66,71,76,0
1,0.035,5,4,0,5,9,14,19,24,29,35,40,45,51,57,62,67,72,0
1,0.121,5,4,0,7,11,17,23,29,35,41,48,53,60,67,73,79,85,0
1,0.258,5,4,0,9,15,22,29,37,44,52,60,67,75,83,91,98,106,0
1,0.364,5,4,0,10,18,26,34,43,52,60,69,78,87,96,105,113,122,0
1,0.109,3,2,0,7,12,18,23,30,36,42,49,55,62,68,75,81,87,0
1,0.085,3,2,0,7,12,17,23,29,35,41,48,54,60,67,73,79,84,0
1,0.072,3,2,0,6,11,16,22,28,34,40,46,52,59,65,71,77,82,0
1,0.081,3,2,0,7,11,17,22,28,34,41,47,53,59,66,71,77,83,0
1,0.099,3,2,0,6,11,16,21,27,33,40,47,53,59,66,72,78,84,0
1,0.105,3,2,0,6,10,14,20,26,32,40,46,53,60,66,73,79,85,0
1,-0.013,2,2,0,4,8,13,18,23,29,35,42,48,54,60,66,72,77,0
1,-0.014,2,2,0,4,8,13,18,23,29,35,42,48,54,60,66,72,77,0
1,-0.015,2,2,0,4,8,13,17,23,29,35,42,48,54,60,66,72,77,0
1,-0.016,2,2,0,4,8,13,17,23,28,35,41,48,54,60,66,72,77,0
1,-0.017,2,2,0,4,8,13,17,22,28,34,41,47,54,60,66,72,77,0
1,-0.018,2,2,0,4,8,13,17,22,28,34,41,47,54,60,66,72,77,0
1,-0.018,2,2,0,4,8,13,17,22,28,34,41,47,54,60,66,72,77,0
1,-0.018,2,2,0,4,8,13,17,22,28,34,41,47,54,60,66,72,77,0
1,-0.018,2,2,0,4,8,13,17,22,28,34,41,47,54,60,66,72,77,0
1,-0.017,2,2,0,4,8,13,17,22,28,34,41,47,54,60,66,71,77,0
1,-0.016,2,2,0,4,8,13,17,22,28,34,41,47,54,60,66,71,77,0
1,-0.014,2,2,0,4,8,13,17,22,28,34,41,47,54,60,66,72,77,0
1,0.084,5,4,0,6,10,16,21,27,33,38,45,50,56,62,68,74,79,0
1,0.17,5,4,0,7,13,19,25,32,39,45,52,58,66,73,79,86,93,0
1,0.263,5,4,0,9,15,22,29,37,45,52,61,68,76,84,92,99,107,0
1,0.312,5,4,0,10,16,24,32,40,48,56,65,73,81,90,98,106,114,0
1,0.105,3,2,0,6,12,17,23,29,36,42,49,55,62,68,75,81,87,0
1,0.08,3,2,0,6,11,16,22,28,34,41,47,53,60,66,72,78,84,0
1,0.078,3,2,0,7,11,17,22,28,35,41,47,54,60,66,73,79,84,0
1,0.102,3,2,0,7,12,18,24,30,36,43,49,56,63,69,75,82,87,0
1,0.097,3,2,0,7,12,17,23,29,36,42,49,55,61,68,74,80,86,0
1,0.101,3,2,0,6,9,14,19,25,31,38,45,52,59,65,71,78,84,0
1,-0.016,2,2,0,4,8,13,17,22,28,34,41,47,54,60,66,71,77,0
1,-0.017,2,2,0,4,8,13,17,22,28,34,41,47,54,60,66,72,77,0
1,-0.018,2,2,0,4,8,13,17,22,28,34,41,47,54,60,66,72,77,0
1,-0.019,2,2,0,4,8,13,17,22,28,34,41,47,54,60,66,71,77,0
1,-0.018,2,2,0,4,8,13,17,22,28,34,41,47,54,60,66,71,77,0
1,-0.018,2,2,0,4,8,13,17,22,28,34,41,47,54,60,66,72,77,0
1,-0.016,2,2,0,4,8,13,17,22,28,34,41,47,54,60,66,72,77,0
1,-0.015,2,2,0,4,8,13,17,22,28,34,41,47,54,60,66,71,77,0
1,-0.013,2,2,0,4,8,13,17,22,28,34,41,47,54,60,66,72,77,0
1,-0.012,2,2,0,4,8,13,17,22,28,34,41,47,54,60,66,72,77,0
1,-0.012,2,2,0,4,8,13,17,22,28,34,41,47,54,60,66,72,77,0
1,-0.013,2,2,0,4,8,13,17,22,28,34,41,47,53,60,66,71,77,0
1,0.127,3,2,0,7,12,18,24,30,36,43,50,57,64,70,77,83,89,0
1,0.103,3,2,0,7,11,17,22,28,35,41,48,55,61,68,74,80,86,0
1,0.095,3,2,0,7,11,16,22,28,35,41,47,54,60,67,73,80,85,0
1,0.105,3,2,0,7,11,17,23,29,35,42,49,55,62,68,75,81,87,0
1,0.096,3,2,0,6,10,16,21,27,33,40,47,54,60,66,73,79,85,0
1,0.088,3,2,0,5,8,12,17,23,29,36,43,50,57,62,69,75,81,0
1,-0.018,2,2,0,4,8,12,17,22,28,34,41,47,53,59,65,71,76,0
1,-0.016,2,2,0,4,8,12,17,22,28,34,41,47,54,60,66,71,77,0
1,-0.014,2,2,0,4,8,13,17,22,28,34,41,47,54,60,66,72,77,0
1,-0.013,2,2,0,4,8,12,17,22,28,34,41,47,54,60,66,72,77,0
1,-0.011,2,2,0,4,8,13,17,22,28,34,41,47,54,60,66,72,77,0
1,-0.01,2,2,0,4,8,13,17,22,28,34,41,47,54,60,66,72,77,0
1,-0.011,2,2,0,4,8,12,17,22,28,34,41,47,54,60,66,72,77,0
1,-0.012,2,2,0,4,8,12,17,22,28,34,41,47,54,60,66,71,77,0
1,-0.014,2,2,0,4,8,12,17,22,28,34,41,47,53,59,65,71,77,0
1,-0.013,2,2,0,4,8,12,17,22,28,34,41,47,53,60,66,71,77,0
1,-0.004,2,2,0,4,8,12,17,22,28,35,41,48,54,60,67,72,78,0
1,0.133,3,2,0,7,12,18,24,30,37,44,51,58,65,72,78,85,91,0
1,0.108,3,2,0,7,11,17,23,29,35,42,49,55,62,69,75,81,87,0
1,0.15,3,2,0,10,19,31,48,70,99,133,168,207,247,283,314,342,369,1
1,0.136,3,2,0,10,19,31,48,70,99,133,169,207,247,284,315,343,371,1
1,0.135,3,2,0,10,19,31,48,70,100,134,170,209,250,287,317,346,373,1
1,0.142,3,2,0,10,19,31,48,70,100,134,170,208,249,286,316,345,373,1
1,0.154,3,2,0,10,19,30,46,69,98,131,167,205,246,283,312,339,367,1
1,0.019,1,1,0,7,14,24,40,63,95,131,170,212,253,288,318,347,378,1
1,0.021,1,1,0,7,13,23,39,63,94,130,169,210,251,286,316,345,375,1
1,0.022,1,1,0,7,13,23,39,62,93,129,168,208,249,284,312,342,372,1
1,0.023,1,1,0,7,13,23,39,62,92,127,166,206,246,280,309,338,368,1
1,0.023,1,1,0,7,13,22,38,60,90,125,163,202,242,276,304,334,362,1
1,0.026,1,1,0,7,13,22,37,60,88,122,160,198,237,271,299,328,356,1
1,0.032,1,1,0,7,13,22,37,59,88,122,159,198,236,269,297,326,355,1
1,0.201,5,4,0,10,19,32,48,71,100,134,172,209,250,287,318,345,371,1
1,0.176,5,4,0,10,19,31,47,69,99,133,170,207,247,284,314,341,368,1
1,0.108,5,4,0,9,17,29,45,66,95,128,164,201,241,276,307,333,358,1
1,0.041,3,2,0,8,16,26,42,62,90,123,158,194,234,268,299,325,349,1
1,0.004,3,2,0,7,15,25,40,60,88,120,155,191,230,263,294,319,344,1
1,-0.009,3,2,0,7,14,24,39,59,87,119,154,190,228,262,292,317,342,1
1,-0.008,3,2,0,7,14,25,39,59,87,119,154,190,229,262,292,317,343,1
1,-0.002,3,2,0,7,15,25,40,60,87,120,155,191,229,263,292,319,344,1
1,0.003,3,2,0,8,15,25,40,60,88,120,155,192,230,265,294,321,346,1
1,0.11,3,2,0,10,18,30,46,68,97,130,166,204,243,278,309,336,364,1
1,0.125,3,2,0,10,19,30,47,69,98,132,168,206,246,281,312,339,367,1
1,0.164,3,2,0,11,20,32,49,71,101,135,172,210,251,287,318,346,374,1
1,0.147,3,2,0,10,19,31,49,71,101,135,172,211,251,288,320,347,376,1
1,0.148,3,2,0,11,20,32,49,72,102,136,173,212,253,290,321,349,378,1
1,0.146,3,2,0,10,19,31,48,71,101,135,172,210,251,288,319,348,376,1
1,0.23,5,4,0,11,20,33,50,73,103,138,176,215,256,292,325,353,379,1
1,0.234,5,4,0,11,21,33,50,73,104,139,177,216,257,294,326,354,380,1
1,0.213,5,4,0,11,20,33,49,72,102,137,175,213,255,291,323,351,377,1
1,0.233,5,4,0,11,21,33,50,73,104,139,177,215,257,293,326,354,380,1
1,0.316,5,4,0,12,23,36,54,78,109,145,184,223,265,303,336,365,393,1
1,0.396,5,4,0,13,24,39,58,82,114,151,190,230,274,312,346,375,404,1
1,0.382,5,4,0,13,24,38,57,81,113,150,189,229,272,310,344,373,401,1
1,0.263,5,4,0,11,21,34,52,75,105,141,179,218,260,297,329,358,384,1
1,0.137,3,2,0,9,18,30,46,68,97,131,168,206,247,282,313,341,367,1
1,0.065,3,2,0,8,16,27,43,64,93,126,162,199,239,274,305,332,356,1
1,0.022,3,2,0,8,15,26,41,62,90,123,159,195,235,269,299,326,350,1
1,0.008,3,2,0,8,15,25,41,61,89,122,157,194,233,267,297,323,349,1
1,0.004,3,2,0,8,15,25,40,61,89,122,157,193,232,266,296,322,348,1
1,0.004,3,2,0,8,15,25,40,61,89,122,157,194,233,267,296,323,348,1
1,0.085,3,2,0,9,17,29,45,66,95,129,165,203,243,277,308,334,362,1
1,0.097,3,2,0,9,18,29,46,68,97,131,167,205,245,280,311,338,366,1
1,0.114,3,2,0,10,19,30,47,69,99,134,170,209,249,285,317,344,373,1
1,0.132,3,2,0,10,19,31,49,71,101,136,173,212,253,289,322,349,379,1
1,0.142,3,2,0,10,19,31,48,71,101,136,173,212,253,290,322,349,376,1
1,-0.011,2,2,0,8,16,28,46,73,108,150,194,240,285,326,363,396,428,1
1,-0.01,2,2,0,8,16,28,46,73,108,150,194,240,285,326,363,396,428,1
1,-0.01,2,2,0,8,16,28,46,73,108,150,194,240,285,326,362,396,428,1
1,0.273,5,4,0,11,21,35,52,75,107,142,181,220,262,300,332,361,388,1
1,0.381,5,4,0,13,24,38,57,81,114,150,190,231,274,313,346,376,404,1
1,0.422,5,4,0,14,25,40,59,84,117,154,194,235,279,318,352,382,411,1
1,0.369,5,4,0,13,24,38,56,81,113,150,190,231,274,312,345,375,404,1
1,0.366,5,4,0,13,24,38,56,81,113,150,190,230,274,312,345,376,404,1
1,0.498,5,4,0,15,27,43,62,88,122,160,202,243,288,327,362,394,423,1
1,0.66,5,4,0,17,31,48,70,98,132,172,215,258,305,346,382,416,447,1
1,0.694,5,4,0,18,32,49,71,99,135,175,218,261,308,349,387,420,451,1
1,0.548,5,4,0,16,28,44,65,91,125,164,205,247,293,333,368,400,430,1
1,0.35,3,2,0,13,23,38,56,81,113,150,190,230,273,312,345,375,404,1
1,0.21,3,2,0,11,20,33,50,74,104,140,178,217,259,296,328,357,384,1
1,0.111,3,2,0,9,18,29,46,68,98,132,170,207,248,285,316,344,370,1
1,0.06,3,2,0,8,16,28,44,65,94,128,165,202,243,278,309,336,362,1
1,0.034,3,2,0,8,16,27,42,63,92,126,162,199,239,274,305,331,357,1
1,0.023,3,2,0,8,16,26,42,63,92,125,162,198,238,273,304,329,357,1
1,0.025,3,2,0,8,16,26,42,63,92,125,161,199,238,273,303,329,357,1
1,0.067,3,2,0,9,17,28,45,66,95,129,165,204,244,278,309,336,364,1
1,0.084,3,2,0,9,18,29,46,68,98,132,169,207,248,284,315,342,371,1
1,0.106,3,2,0,10,19,30,47,70,100,135,172,211,252,288,320,347,375,1
1,0.125,3,2,0,10,18,30,47,69,99,133,171,210,252,289,319,346,374,1
1,-0.009,2,2,0,8,16,28,46,73,108,150,194,241,285,327,361,396,428,1
1,-0.008,2,2,0,8,16,28,46,73,107,150,194,241,285,326,362,397,428,1
1,-0.007,2,2,0,8,16,28,46,73,107,150,194,241,285,326,362,396,427,1
1,-0.008,2,2,0,8,16,28,46,73,107,150,194,240,285,326,361,396,427,1
1,-0.01,2,2,0,8,16,28,46,73,107,150,193,240,284,326,360,395,426,1
1,0.163,5,4,0,10,19,31,47,69,100,134,172,211,252,289,320,348,375,1
1,0.311,5,4,0,12,22,36,53,78,110,146,185,225,268,306,338,369,396,1
1,0.5,5,4,0,15,27,43,62,88,122,160,202,244,289,329,364,395,425,1
1,0.629,5,4,0,17,31,47,68,96,131,170,213,257,304,345,382,414,445,1
1,0.59,5,4,0,16,30,46,67,94,129,168,211,255,301,342,378,410,442,1
1,0.533,5,4,0,16,28,45,64,91,126,165,208,251,296,337,373,405,435,1
1,0.636,5,4,0,17,31,48,69,97,133,173,216,261,307,349,386,419,450,1
1,0.81,5,4,0,20,35,54,77,107,144,186,231,277,325,368,408,442,475,1
1,0.879,5,4,0,21,37,56,80,111,148,191,236,283,332,376,415,451,485,1
1,0.762,5,4,0,19,34,52,75,104,141,182,226,271,319,363,401,435,467,1
1,0.543,3,2,0,16,28,45,65,92,127,166,208,251,297,338,374,407,437,1
1,0.345,3,2,0,13,24,38,57,81,114,151,192,232,276,315,349,380,408,1
1,0.207,3,2,0,11,20,33,50,74,105,141,180,219,262,299,332,361,388,1
1,0.125,3,2,0,10,18,30,47,70,100,135,173,211,253,290,321,349,377,1
1,0.083,3,2,0,9,17,29,45,68,97,132,170,208,249,285,316,343,371,1
1,0.068,3,2,0,9,17,28,44,67,96,131,168,206,248,284,314,340,368,1
1,0.069,3,2,0,9,17,28,44,66,96,130,167,205,246,282,313,339,366,1
1,0.049,3,2,0,9,16,27,44,65,94,128,165,203,243,279,309,336,362,1
1,0.054,3,2,0,9,17,28,44,66,95,130,166,205,245,281,311,338,364,1
1,0.087,3,2,0,10,18,30,47,69,99,134,171,211,251,287,318,347,374,1
1,0.11,3,2,0,9,18,29,45,68,98,133,170,209,251,287,316,345,371,1
1,-0.008,2,2,0,8,16,28,45,73,107,150,194,240,285,326,362,395,428,1
1,-0.007,2,2,0,8,16,28,45,73,107,150,194,241,285,326,362,395,428,1
1,-0.006,2,2,0,8,16,28,46,73,107,150,193,241,285,326,362,395,428,1
1,-0.008,2,2,0,8,16,27,45,72,107,150,193,240,284,326,362,394,427,1
1,-0.01,2,2,0,8,16,27,45,72,107,150,193,240,284,326,362,394,427,1
1,0.095,5,4,0,9,17,29,44,66,96,130,168,206,247,283,313,341,368,1
1,0.229,5,4,0,11,20,33,50,74,105,140,179,219,262,299,330,360,388,1
1,0.438,5,4,0,14,26,41,60,86,120,157,198,241,286,326,359,392,422,1
1,0.618,5,4,0,17,30,47,68,96,132,172,215,260,307,348,385,418,450,1
1,0.651,5,4,0,17,31,49,70,98,134,175,219,264,311,353,390,424,456,1
1,0.608,5,4,0,17,30,47,68,96,132,172,215,260,307,348,385,419,450,1
1,0.641,5,4,0,17,31,48,70,98,134,174,218,262,310,353,389,423,455,1
1,0.734,5,4,0,19,33,51,74,103,140,181,226,271,320,363,401,435,468,1
1,0.777,5,4,0,19,34,53,76,105,143,184,230,276,324,368,407,441,474,1
1,0.702,5,4,0,18,32,50,72,101,137,179,223,268,316,359,397,431,463,1
1,0.542,3,2,0,15,28,44,65,92,127,166,209,253,299,340,377,409,440,1
